phase,t,pos,vel,effort_js,wrench_fx,cmd_v
exp,4.1813,-1.270526,0.099745,0.000,1.994908,0.1000
exp,4.1934,-1.270127,0.099745,0.000,1.994909,0.1000
exp,4.2083,-1.269728,0.099745,0.000,1.994909,0.1000
exp,4.2201,-1.269329,0.099745,0.000,1.994909,0.1000
exp,4.2352,-1.268132,0.099745,0.000,1.994909,0.1000
exp,4.2468,-1.268132,0.099745,0.000,1.994909,0.1000
exp,4.2633,-1.267733,0.099745,0.000,1.994909,0.1000
exp,4.2755,-1.267334,0.099745,0.000,1.994909,0.1000
exp,4.2781,-1.267334,0.099745,0.000,1.994909,0.1000
exp,4.2898,-1.266935,0.099745,0.000,1.994909,0.1000
exp,4.3013,-1.266536,0.099745,0.000,1.994909,0.1000
exp,4.3145,-1.266137,0.099745,0.000,1.994909,0.1000
exp,4.3279,-1.265738,0.099745,0.000,1.994909,0.1000
exp,4.3403,-1.265339,0.099745,0.000,1.994909,0.1000
exp,4.3556,-1.264541,0.099745,0.000,1.994909,0.1000
exp,4.3704,-1.264142,0.099745,0.000,1.994909,0.1000
exp,4.3801,-1.263743,0.099745,0.000,1.994909,0.1000
exp,4.3971,-1.262546,0.099745,0.000,1.994909,0.1000
exp,4.4083,-1.262147,0.099745,0.000,1.994909,0.1000
exp,4.4220,-1.261748,0.099745,0.000,1.994909,0.1000
exp,4.4367,-1.261349,0.099745,0.000,1.994909,0.1000
exp,4.4504,-1.260951,0.099745,0.000,1.994909,0.1000
exp,4.4634,-1.260552,0.099745,0.000,1.994909,0.1000
exp,4.4769,-1.260153,0.099745,0.000,1.994909,0.1000
